"V1","V2"
9,474
9,474
9,474
9,474
9,474
9,474
9,474
9,474
9,474
9,474
9,474
9,474
9,474
9,474
9,474
9,474
9,474
9,474
9,474
9,474
9,489
9,504
9,504
9,504
9,504
9,519
9,519
9,519
9,519
9,519
9,534
9,534
9,534
9,534
9,534
9,549
9,564
9,579
9,579
9,579
9,609
9,609
9,609
9,609
9,609
9,624
9,624
9,624
9,639
9,639
9,654
9,654
9,654
9,654
9,654
9,369
9,444
9,519
9,28
9,43
9,57
9,57
9,57
9,57
9,57
9,57
9,72
9,102
9,102
9,102
9,117
9,117
9,162
9,162
9,162
9,162
9,162
9,162
9,162
9,162
9,177
9,177
9,177
9,177
9,177
9,177
9,177
9,177
9,177
9,177
9,177
9,177
9,177
9,177
9,177
9,192
9,192
9,192
9,192
9,222
9,282
9,282
9,282
9,312
9,312
9,312
9,312
9,312
9,312
9,312
9,312
9,312
9,312
9,312
9,312
9,326
9,326
9,326
9,326
9,326
9,326
9,326
9,326
9,370
9,370
9,385
9,400
9,415
9,415
9,430
9,430
9,430
9,430
9,430
9,430
9,445
9,445
9,445
9,460
9,460
9,475
9,475
9,475
9,475
9,475
9,475
9,475
9,475
9,475
9,475
9,490
9,490
9,490
9,490
9,490
9,490
9,490
9,490
9,490
9,505
9,505
9,505
9,505
9,505
9,505
9,505
9,520
9,520
9,520
9,520
9,520
9,535
9,580
9,580
9,580
9,580
9,595
9,610
9,610
9,625
9,655
9,655
9,655
9,312
9,312
9,415
9,14
9,29
9,29
9,44
9,44
9,44
9,44
9,44
9,44
9,44
9,58
9,58
9,58
9,58
9,58
9,58
9,103
9,103
9,103
9,118
9,148
9,148
9,148
9,148
9,148
9,148
9,148
9,163
9,163
9,178
9,178
9,178
9,178
9,178
9,178
9,178
9,178
9,178
9,178
9,193
9,193
9,193
9,193
9,253
9,253
9,253
9,341
9,341
9,341
9,341
9,341
9,193
9,341
9,298
9,313
9,313
9,313
9,313
9,313
9,313
9,313
9,313
9,313
9,313
9,313
9,313
9,313
9,313
9,313
9,313
9,313
9,313
9,313
9,313
9,327
9,327
9,327
9,327
9,327
9,327
9,327
9,327
9,371
9,386
9,386
9,401
9,416
9,416
9,431
9,461
9,476
9,476
9,476
9,476
9,476
9,476
9,476
9,476
9,476
9,476
9,476
9,476
9,476
9,476
9,476
9,476
9,476
9,476
9,491
9,491
9,491
9,491
9,506
9,506
9,521
9,521
9,521
9,536
9,536
9,536
9,551
9,581
9,581
9,581
9,581
9,596
9,596
9,596
9,596
9,611
9,611
9,611
9,611
9,611
9,626
9,626
9,626
9,641
9,641
9,641
9,641
9,641
9,641
9,641
9,641
9,641
9,656
9,313
9,313
9,15
9,30
9,30
9,30
9,45
9,45
9,45
9,45
9,45
9,45
9,45
9,45
9,45
9,45
9,59
9,59
9,59
9,59
9,59
9,59
9,59
9,59
9,59
9,59
9,59
9,59
9,59
9,104
9,104
9,104
9,119
9,119
9,119
9,119
9,149
9,149
9,149
9,164
9,164
9,164
9,164
9,164
9,164
9,164
9,164
9,164
9,164
9,179
9,179
9,179
9,179
9,179
9,194
9,194
9,194
9,194
9,194
9,194
9,224
9,254
9,254
9,254
9,254
9,254
9,254
9,342
9,342
9,164
9,179
9,284
9,284
9,284
9,299
9,299
9,299
9,314
9,314
9,314
9,314
9,314
9,314
9,314
9,314
9,314
9,314
9,314
9,314
9,314
9,314
9,314
9,314
9,314
9,314
9,314
9,314
9,314
9,328
9,328
9,372
9,372
9,372
9,387
9,387
9,387
9,402
9,402
9,402
9,402
9,402
9,417
9,417
9,417
9,417
9,417
9,417
9,447
9,447
9,447
9,447
9,447
9,462
9,462
9,462
9,462
9,462
9,462
9,477
9,477
9,477
9,477
9,477
9,477
9,477
9,477
9,477
9,477
9,477
9,477
9,477
9,477
9,477
9,477
9,477
9,492
9,492
9,492
9,522
9,522
9,522
9,522
9,522
9,537
9,537
9,537
9,537
9,537
9,552
9,567
9,567
9,582
9,582
9,582
9,582
9,597
9,597
9,597
9,597
9,597
9,597
9,597
9,597
9,612
9,612
9,612
9,612
9,612
9,612
9,627
9,627
9,642
9,642
9,657
9,657
9,657
9,657
9,657
10,135
10,270
10,300
10,300
10,300
10,315
10,343
10,358
10,418
10,418
10,463
10,463
10,478
10,583
10,598
10,270
10,270
10,285
10,300
10,315
10,358
10,418
10,106
10,121
10,136
10,271
10,271
10,271
10,286
10,286
10,301
10,316
10,316
10,316
10,344
10,344
10,389
10,419
10,449
10,479
10,524
10,524
10,614
10,644
10,316
10,271
10,33
10,33
10,107
10,137
10,152
10,167
10,212
10,242
10,137
10,272
10,272
10,272
10,272
10,272
10,272
10,287
10,287
10,287
10,287
10,287
10,302
10,302
10,302
10,302
10,302
10,302
10,302
10,302
10,317
10,317
10,317
10,375
10,375
10,375
10,375
10,390
10,390
10,390
10,390
10,390
10,405
10,405
10,420
10,420
10,420
10,465
10,480
10,480
10,480
10,510
10,525
10,272
10,272
10,272
10,302
10,317
10,375
10,405
10,420
10,480
10,480
10,645
10,645
10,287
10,138
10,153
10,183
10,183
10,198
10,198
10,213
10,153
10,168
10,183
10,183
10,198
10,183
10,273
10,273
10,273
10,273
10,288
10,288
10,288
10,288
10,288
10,288
10,288
10,288
10,288
10,288
10,288
10,303
10,303
10,303
10,303
10,303
10,346
10,361
10,361
10,361
10,361
10,361
10,376
10,376
10,376
10,376
10,376
10,376
10,391
10,391
10,391
10,391
10,391
10,391
10,391
10,391
10,391
10,391
10,406
10,406
10,406
10,406
10,406
10,421
10,436
10,436
10,436
10,451
10,466
10,466
10,466
10,466
10,466
10,466
10,466
10,466
10,466
10,466
10,466
10,466
10,466
10,481
10,481
10,481
10,481
10,481
10,481
10,481
10,481
10,481
10,481
10,481
10,481
10,481
10,481
10,481
10,481
10,481
10,481
10,481
10,481
10,481
10,481
10,481
10,511
10,511
10,511
10,511
10,526
10,526
10,526
10,526
10,631
10,631
10,631
10,646
10,646
10,646
10,646
10,646
10,646
10,288
10,288
10,303
10,303
10,361
10,376
10,376
10,376
10,376
10,391
10,391
10,391
10,391
10,391
10,391
10,391
10,391
10,391
10,391
10,406
10,406
10,421
10,421
10,421
10,436
10,481
10,481
10,481
10,481
10,481
10,481
10,273
10,288
10,303
10,303
10,303
10,391
10,421
10,481
10,646
10,376
10,35
10,35
10,35
10,50
10,50
10,64
10,64
10,79
10,79
10,94
10,94
10,109
10,109
10,154
10,154
10,154
10,154
10,154
10,154
10,154
10,169
10,169
10,169
10,169
10,169
10,169
10,169
10,184
10,184
10,184
10,199
10,199
10,199
10,199
10,214
10,214
10,214
10,214
10,50
10,64
10,139
10,169
10,169
10,169
10,184
10,184
10,184
10,184
10,274
10,274
10,274
10,274
10,274
10,274
10,289
10,289
10,289
10,289
10,289
10,289
10,289
10,289
10,289
10,289
10,289
10,289
10,289
10,289
10,304
10,304
10,304
10,304
10,304
10,304
10,304
10,304
10,304
10,304
10,304
10,304
10,304
10,318
10,318
10,318
10,318
10,318
10,318
10,318
10,318
10,318
10,318
10,347
10,347
10,362
10,362
10,362
10,362
10,377
10,377
10,377
10,377
10,377
10,377
10,377
10,377
10,377
10,377
10,377
10,377
10,377
10,377
10,377
10,377
10,377
10,377
10,377
10,377
10,377
10,392
10,392
10,392
10,392
10,392
10,392
10,392
10,392
10,392
10,392
10,392
10,407
10,407
10,407
10,407
10,422
10,422
10,422
10,437
10,437
10,437
10,452
10,452
10,452
10,452
10,467
10,467
10,467
10,467
10,467
10,467
10,467
10,482
10,482
10,482
10,482
10,482
10,482
10,482
10,482
10,482
10,482
10,482
10,482
10,482
10,482
10,482
10,482
10,482
10,482
10,482
10,497
10,497
10,497
10,512
10,512
10,512
10,512
10,512
10,512
10,527
10,527
10,527
10,527
10,527
10,602
10,602
10,602
10,602
10,602
10,617
10,617
10,617
10,617
10,632
10,632
10,632
10,632
10,632
10,632
10,632
10,632
10,632
10,632
10,647
10,647
10,647
10,647
10,647
10,647
10,647
10,647
10,647
10,647
10,289
10,289
10,289
10,304
10,304
10,304
10,304
10,304
10,318
10,318
10,347
10,347
10,362
10,362
10,362
10,377
10,377
10,437
10,482
10,617
10,617
10,632
10,647
10,289
10,289
10,602
10,6
10,6
10,21
10,21
10,21
10,36
10,51
10,51
10,51
10,51
10,65
10,65
10,80
10,95
10,95
10,95
10,125
10,140
10,140
10,155
10,155
10,155
10,155
10,170
10,170
10,170
10,170
10,170
10,170
10,170
10,185
10,185
10,185
10,185
10,185
10,185
10,185
10,185
10,185
10,200
10,200
10,200
10,200
10,215
10,215
10,215
10,155
10,170
10,333
10,275
10,275
10,275
10,275
10,275
10,275
10,275
10,275
10,275
10,275
10,290
10,290
10,290
10,290
10,290
10,290
10,290
10,290
10,290
10,290
10,305
10,305
10,305
10,305
10,305
10,305
10,305
10,305
10,305
10,305
10,305
10,305
10,305
10,305
10,319
10,319
10,319
10,319
10,319
10,319
10,319
10,319
10,363
10,363
10,363
10,363
10,378
10,378
10,378
10,378
10,378
10,378
10,378
10,378
10,378
10,378
10,378
10,378
10,378
10,378
10,393
10,393
10,393
10,393
10,393
10,393
10,393
10,393
10,393
10,393
10,393
10,393
10,408
10,408
10,423
10,423
10,423
10,423
10,423
10,423
10,423
10,423
10,438
10,438
10,453
10,453
10,468
10,468
10,468
10,468
10,468
10,468
10,468
10,468
10,468
10,468
10,483
10,483
10,483
10,483
10,483
10,483
10,483
10,483
10,483
10,483
10,483
10,483
10,483
10,483
10,483
10,483
10,483
10,483
10,483
10,498
10,498
10,498
10,498
10,498
10,498
10,498
10,513
10,513
10,513
10,513
10,513
10,513
10,513
10,513
10,528
10,528
10,528
10,528
10,528
10,603
10,633
10,633
10,648
10,648
10,648
10,648
10,648
10,275
10,290
10,305
10,319
10,363
10,363
10,393
10,483
10,603
10,305
10,22
10,22
10,22
10,37
10,37
10,37
10,141
10,141
10,186
10,186
10,201
10,201
10,246
10,334
10,334
10,276
10,276
10,276
10,276
10,276
10,276
10,291
10,291
10,291
10,291
10,291
10,306
10,306
10,306
10,306
10,306
10,306
10,306
10,306
10,320
10,320
10,320
10,320
10,320
10,349
10,364
10,364
10,364
10,379
10,379
10,379
10,379
10,379
10,394
10,394
10,409
10,409
10,424
10,439
10,454
10,454
10,454
10,454
10,454
10,469
10,469
10,484
10,589
10,634
10,634
10,649
10,649
10,306
10,320
10,364
10,364
10,379
10,454
10,454
10,634
10,38
10,157
10,202
10,277
10,277
10,277
10,292
10,292
10,380
10,380
10,395
10,425
10,485
10,485
10,485
10,635
10,635
10,277
10,307
10,321
10,321
10,635
10,39
10,39
10,39
10,98
10,113
10,188
10,336
10,278
10,278
10,293
10,293
10,293
10,293
10,293
10,293
10,308
10,351
10,366
10,381
10,396
10,396
10,471
10,471
10,486
10,651
10,366
10,486
10,486
10,40
10,54
10,129
10,144
10,144
10,189
10,189
10,337
10,279
10,279
10,279
10,279
10,294
10,294
10,309
10,309
10,309
10,323
10,323
10,323
10,323
10,367
10,367
10,382
10,397
10,427
10,427
10,427
10,457
10,472
10,472
10,487
10,487
10,487
10,502
10,532
10,637
10,652
10,11
10,26
10,145
10,190
10,190
10,190
10,190
10,220
10,145
10,160
10,295
10,295
10,295
10,295
10,310
10,310
10,368
10,413
10,428
10,488
10,533
10,653
10,653
10,42
10,56
10,86
10,86
10,116
10,116
10,146
10,146
10,146
10,191
10,191
10,221
10,339
10,281
10,296
10,311
10,325
10,325
10,354
10,354
10,369
10,444
10,474
10,474
10,474
10,474
10,489
10,489
10,489
10,489
10,594
10,13
10,43
10,72
10,147
10,207
10,297
10,297
10,297
10,297
10,312
10,312
10,312
10,326
10,326
10,326
10,326
10,326
10,326
10,326
10,326
10,326
10,370
10,370
10,385
10,385
10,400
10,400
10,415
10,430
10,475
10,475
10,475
10,490
10,490
10,505
10,580
10,326
10,370
10,370
10,490
10,44
10,103
10,118
10,118
10,148
10,193
10,193
10,341
10,341
10,283
10,298
10,298
10,313
10,327
10,327
10,327
10,356
10,371
10,371
10,371
10,371
10,386
10,431
10,431
10,431
10,461
10,476
10,476
10,641
10,641
10,30
10,104
10,149
10,149
10,149
10,149
10,149
10,164
10,194
10,239
10,284
10,284
10,284
10,284
10,284
10,299
10,314
10,314
10,328
10,328
10,328
10,372
10,372
10,477
10,492
10,642
11,120
11,210
11,433
11,583
11,598
11,643
11,106
11,181
11,271
11,464
11,464
11,62
11,122
11,182
11,62
11,420
11,435
11,450
11,465
11,480
11,480
11,495
11,495
11,495
11,495
11,495
11,510
11,525
11,540
11,540
11,600
11,495
11,34
11,63
11,63
11,78
11,93
11,93
11,93
11,93
11,153
11,153
11,63
11,273
11,273
11,273
11,273
11,288
11,288
11,406
11,421
11,421
11,436
11,436
11,451
11,451
11,466
11,466
11,466
11,466
11,466
11,466
11,466
11,466
11,481
11,496
11,496
11,496
11,496
11,496
11,496
11,496
11,511
11,511
11,511
11,511
11,511
11,511
11,511
11,511
11,511
11,511
11,511
11,511
11,511
11,556
11,601
11,273
11,421
11,466
11,466
11,466
11,496
11,496
11,511
11,5
11,35
11,35
11,64
11,64
11,64
11,64
11,64
11,79
11,79
11,94
11,94
11,94
11,94
11,109
11,124
11,154
11,154
11,214
11,214
11,214
11,214
11,64
11,64
11,64
11,214
11,214
11,289
11,289
11,318
11,377
11,392
11,407
11,407
11,407
11,422
11,422
11,422
11,422
11,422
11,437
11,452
11,452
11,467
11,467
11,467
11,467
11,467
11,467
11,467
11,467
11,467
11,497
11,497
11,497
11,497
11,497
11,497
11,497
11,497
11,497
11,497
11,497
11,497
11,497
11,512
11,512
11,512
11,512
11,512
11,512
11,512
11,512
11,527
11,617
11,617
11,647
11,289
11,289
11,467
11,497
11,497
11,497
11,512
11,512
11,542
11,36
11,36
11,65
11,65
11,65
11,65
11,65
11,65
11,65
11,65
11,65
11,65
11,65
11,65
11,65
11,65
11,65
11,65
11,80
11,80
11,80
11,80
11,95
11,95
11,95
11,95
11,110
11,140
11,155
11,170
11,170
11,200
11,215
11,215
11,215
11,215
11,65
11,290
11,319
11,378
11,393
11,393
11,423
11,423
11,423
11,423
11,423
11,423
11,423
11,423
11,423
11,423
11,423
11,438
11,468
11,468
11,468
11,468
11,468
11,468
11,468
11,468
11,468
11,468
11,468
11,468
11,468
11,483
11,498
11,498
11,498
11,498
11,498
11,498
11,498
11,498
11,498
11,498
11,498
11,498
11,513
11,513
11,513
11,513
11,513
11,513
11,513
11,513
11,513
11,513
11,513
11,513
11,513
11,513
11,513
11,513
11,513
11,513
11,513
11,513
11,513
11,513
11,513
11,513
11,513
11,513
11,528
11,528
11,528
11,528
11,573
11,633
11,275
11,453
11,498
11,37
11,66
11,66
11,66
11,81
11,96
11,96
11,96
11,96
11,96
11,96
11,96
11,96
11,111
11,111
11,186
11,201
11,216
11,216
11,96
11,96
11,276
11,276
11,291
11,320
11,409
11,409
11,439
11,439
11,454
11,454
11,469
11,469
11,484
11,499
11,499
11,499
11,499
11,499
11,499
11,499
11,499
11,499
11,499
11,499
11,514
11,514
11,514
11,514
11,514
11,514
11,514
11,514
11,514
11,514
11,514
11,514
11,514
11,514
11,514
11,514
11,634
11,276
11,67
11,67
11,67
11,67
11,67
11,82
11,82
11,172
11,217
11,217
11,277
11,277
11,425
11,425
11,425
11,440
11,440
11,485
11,500
11,500
11,500
11,500
11,500
11,500
11,515
11,515
11,515
11,515
11,530
11,620
11,68
11,68
11,68
11,83
11,98
11,113
11,218
11,218
11,278
11,322
11,396
11,426
11,426
11,426
11,441
11,471
11,471
11,501
11,501
11,501
11,501
11,501
11,516
11,516
11,516
11,531
11,69
11,69
11,69
11,69
11,99
11,99
11,219
11,219
11,219
11,84
11,279
11,279
11,279
11,279
11,294
11,294
11,382
11,397
11,427
11,427
11,427
11,442
11,442
11,457
11,457
11,457
11,457
11,457
11,457
11,472
11,472
11,472
11,472
11,487
11,487
11,487
11,502
11,502
11,502
11,502
11,502
11,502
11,502
11,502
11,502
11,502
11,502
11,502
11,502
11,517
11,517
11,517
11,517
11,517
11,517
11,517
11,532
11,532
11,532
11,427
11,11
11,70
11,70
11,70
11,85
11,100
11,70
11,280
11,458
11,473
11,473
11,503
11,503
11,503
11,503
11,503
11,518
11,518
11,518
11,518
11,518
11,71
11,71
11,71
11,71
11,71
11,86
11,86
11,86
11,86
11,101
11,101
11,146
11,221
11,221
11,251
11,281
11,399
11,444
11,444
11,459
11,459
11,474
11,474
11,474
11,489
11,504
11,504
11,504
11,504
11,504
11,504
11,504
11,504
11,504
11,504
11,504
11,504
11,519
11,519
11,519
11,519
11,519
11,519
11,519
11,519
11,72
11,72
11,87
11,87
11,87
11,102
11,102
11,102
11,102
11,400
11,505
11,505
11,505
11,505
11,505
11,505
11,520
11,520
11,520
11,520
11,535
11,460
11,475
11,446
11,446
11,476
11,506
11,506
11,506
11,506
11,521
11,521
11,521
11,521
11,521
11,521
11,521
11,521
11,536
11,74
11,74
11,74
11,74
11,74
11,74
11,74
11,89
11,89
11,89
11,164
11,179
11,179
11,224
11,387
11,402
11,432
11,477
11,492
11,507
11,507
11,507
11,507
11,507
11,522
11,522
11,522
11,522
11,522
12,227
12,317
12,317
12,138
12,421
12,20
12,20
12,50
12,139
12,199
12,20
12,154
12,482
12,482
12,542
12,572
12,587
12,602
12,51
12,51
12,51
12,51
12,95
12,185
12,200
12,200
12,200
12,200
12,200
12,230
12,245
12,95
12,305
12,305
12,319
12,363
12,423
12,453
12,558
12,558
12,573
12,588
12,603
12,22
12,37
12,96
12,126
12,126
12,141
12,141
12,186
12,201
12,216
12,334
12,334
12,334
12,334
12,334
12,334
12,141
12,141
12,216
12,334
12,276
12,291
12,320
12,320
12,320
12,320
12,320
12,320
12,320
12,320
12,320
12,320
12,349
12,364
12,364
12,424
12,424
12,424
12,439
12,439
12,439
12,514
12,574
12,574
12,574
12,589
12,589
12,589
12,604
12,619
12,320
12,320
12,349
12,529
12,589
12,23
12,23
12,23
12,23
12,52
12,82
12,97
12,97
12,112
12,142
12,142
12,142
12,187
12,187
12,187
12,202
12,217
12,247
12,335
12,335
12,335
12,142
12,142
12,187
12,202
12,142
12,277
12,277
12,277
12,277
12,292
12,321
12,321
12,350
12,530
12,530
12,560
12,635
12,635
12,277
12,321
12,9
12,39
12,39
12,53
12,53
12,98
12,143
12,143
12,143
12,143
12,203
12,203
12,203
12,203
12,203
12,336
12,336
12,336
12,53
12,322
12,396
12,426
12,426
12,471
12,471
12,471
12,471
12,531
12,531
12,531
12,531
12,531
12,531
12,591
12,606
12,636
12,322
12,441
12,591
12,25
12,25
12,54
12,54
12,99
12,114
12,114
12,144
12,144
12,144
12,144
12,144
12,189
12,189
12,189
12,204
12,204
12,249
12,337
12,337
12,337
12,337
12,337
12,337
12,337
12,337
12,337
12,337
12,337
12,337
12,25
12,99
12,337
12,337
12,337
12,294
12,294
12,294
12,294
12,294
12,294
12,309
12,309
12,323
12,323
12,323
12,323
12,323
12,323
12,323
12,352
12,352
12,367
12,367
12,397
12,397
12,427
12,427
12,487
12,487
12,487
12,487
12,487
12,517
12,517
12,532
12,532
12,532
12,532
12,532
12,547
12,562
12,562
12,577
12,577
12,577
12,577
12,577
12,577
12,577
12,592
12,592
12,592
12,592
12,592
12,592
12,592
12,592
12,592
12,592
12,592
12,637
12,637
12,637
12,323
12,323
12,323
12,323
12,397
12,577
12,592
12,592
12,592
12,592
12,323
12,323
12,11
12,11
12,11
12,26
12,26
12,26
12,41
12,55
12,70
12,70
12,70
12,85
12,85
12,100
12,100
12,100
12,100
12,115
12,115
12,115
12,115
12,145
12,145
12,145
12,145
12,145
12,145
12,145
12,160
12,160
12,160
12,160
12,190
12,190
12,190
12,190
12,190
12,190
12,190
12,190
12,190
12,190
12,190
12,190
12,190
12,190
12,190
12,190
12,190
12,190
12,190
12,190
12,190
12,190
12,190
12,205
12,205
12,205
12,205
12,220
12,220
12,220
12,220
12,220
12,220
12,220
12,250
12,338
12,338
12,41
12,115
12,115
12,175
12,190
12,190
12,190
12,190
12,338
12,338
12,280
12,280
12,280
12,280
12,295
12,295
12,295
12,295
12,295
12,295
12,295
12,295
12,295
12,324
12,324
12,324
12,324
12,324
12,324
12,324
12,324
12,324
12,324
12,324
12,324
12,324
12,324
12,324
12,324
12,324
12,324
12,353
12,353
12,353
12,368
12,368
12,368
12,368
12,368
12,368
12,368
12,368
12,383
12,398
12,398
12,398
12,413
12,428
12,428
12,428
12,428
12,428
12,428
12,428
12,428
12,428
12,428
12,428
12,428
12,428
12,428
12,443
12,458
12,458
12,458
12,458
12,458
